"Artist","Artist country","Artist genre","Viberate rank","Genre rank","Instagram","X","Soundcloud"
"Zonderling","Netherlands","Electronic","13233","1034","not following","is following","not following"
"Dennis Ferrer","United States","Electronic","13251","1036","is following","not following","not following"
"Felix Cartal","Canada","Electronic","13316","1039","not following","is following","not following"
"Riva Starr","Italy","Electronic","13368","1045","both","not following","not following"
"EDX","Switzerland","Electronic","13464","1055","both","both","both"
"Paul Damixie","Romania","Electronic","13641","1065","is following","not following","not following"
"Dombresky","France","Electronic","13735","1072","is following","not following","not following"
"Maz","Brazil","Electronic","13787","1077","not following","not following","is following"
"Sultan + Shepard","United States","Electronic","13939","1096","is following","not following","is following"
"Morgan Page","United States","Electronic","14077","1112","is following","not following","not following"
"Andruss","Mexico","Electronic","14312","1141","not following","is following","not following"
"Julia Church","United Kingdom","Pop","14335","4817","not following","not following","is following"
"Pete Tong","United Kingdom","Electronic","14357","1144","both","both","not following"
"Peking Duk","Australia","Pop","14489","4878","not following","is following","not following"
"Touliver","United States","Electronic","14672","1161","not following","not following","is following"
"Tensnake","Germany","Electronic","14680","1163","both","not following","not following"
"Fideles","Italy","Electronic","15150","1202","is following","not following","not following"
"Patrick Topping","United Kingdom","Electronic","15224","1212","both","not following","not following"
"Boris Way","France","Electronic","15343","1227","not following","is following","not following"
"Justin Jesso","United States","Pop","15348","5152","is following","not following","not following"
"Goldfish","South Africa","Electronic","15536","1240","both","both","is following"
"Klangkuenstler","Germany","Electronic","15589","1248","both","not following","not following"
"ADIXIA","France","Electronic","15627","1252","is following","not following","not following"
"Tez Cadey","France","Electronic","15673","1253","is following","not following","is following"
"Lee Foss","United States","Electronic","15813","1270","both","both","not following"
"Tube & Berger","Germany","Electronic","15823","1272","both","both","not following"
"Cazzette","Sweden","Electronic","15901","1275","is following","not following","not following"
"StoneBridge","Sweden","Electronic","16033","1294","not following","not following","is following"
"The Shapeshifters","United Kingdom","Electronic","16092","1300","not following","is following","not following"
"Deep Chills","Italy","Electronic","16157","1309","not following","is following","is following"
"ESSEL","United Kingdom","Electronic","16161","1312","is following","not following","not following"
"Le Youth","United States","Electronic","16207","1316","not following","not following","is following"
"Rui Da Silva","Portugal","Electronic","16269","1327","not following","not following","is following"
"Marten Hørger","Germany","Electronic","16349","1336","is following","not following","not following"
"VINNE","Brazil","Electronic","16492","1349","not following","is following","not following"
"Black Caviar","United States","Electronic","16508","1351","not following","is following","not following"
"Bruno Be","Brazil","Electronic","16722","1368","is following","not following","not following"
"Steve Void","Netherlands","Electronic","16792","1375","is following","not following","is following"
"Bondax","United Kingdom","Electronic","16825","1380","not following","is following","is following"
"Mousse T.","Germany","Electronic","16876","1392","both","both","is following"
"Jody Watley","United States","Pop","17185","5715","not following","not following","is following"
"Space Motion","Serbia","Electronic","17251","1428","not following","not following","is following"
"Dj Sbu","South Africa","Electronic","17256","1429","not following","is following","not following"
"Low Steppa","United Kingdom","Electronic","17293","1433","both","not following","not following"
"Dr. Fresch","United States","Electronic","17415","1442","not following","is following","is following"
"Teemid","France","Electronic","17518","1451","not following","is following","not following"
"Mathieu Koss","France","Electronic","17538","1456","not following","is following","is following"
"Ryan Riback","Australia","Electronic","18010","1503","is following","is following","not following"
"Kidnap","United Kingdom","Electronic","18161","1521","both","not following","is following"
"Joshwa (UK)","United Kingdom","Electronic","18175","1523","not following","is following","not following"
"DJ Kent","South Africa","Electronic","18213","1527","is following","is following","not following"
"Eran Hersh","United States","Electronic","18365","1546","is following","is following","is following"
"Anfisa Letyago","Italy","Electronic","18414","1550","not following","is following","not following"
"KC Lights","United Kingdom","Electronic","18582","1569","not following","is following","is following"
"Kyle Watson","South Africa","Electronic","18688","1578","both","not following","not following"
"Ehrling","Sweden","Electronic","19033","1612","is following","not following","not following"
"ANDR3X","United States","Electronic","19225","1635","is following","not following","not following"
"Sean Finn","Germany","Electronic","19290","1646","not following","not following","is following"
"Richard Judge","United Kingdom","Electronic","19601","1679","both","is following","not following"
"Totally Enormous Extinct Dinosaurs","United Kingdom","Electronic","19728","1693","both","not following","not following"
"Blonde","United Kingdom","Electronic","19768","1697","not following","is following","not following"
"Thomas Gold","Germany","Electronic","19876","1711","is following","not following","not following"
"SecondCity","United Kingdom","Electronic","19955","1721","is following","not following","not following"
"CloZee","France","Electronic","20158","1743","is following","not following","not following"
"Global Deejays","Netherlands","Electronic","20234","1749","is following","not following","not following"
"Andhim","Germany","Electronic","20256","1751","not following","both","not following"
"Sistek","Chile","Electronic","20273","1753","not following","not following","is following"
"ILYAA","Norway","Electronic","20426","1777","not following","not following","is following"
"HALIENE","United States","Electronic","20594","1794","not following","is following","is following"
"DSharp","United States","Electronic","20660","1800","is following","is following","not following"
"JØRD","Brazil","Electronic","20726","1808","not following","not following","is following"
"Lovra","Germany","Electronic","20753","1813","not following","is following","is following"
"Nicola Fasano","United States","Electronic","20926","1830","is following","is following","is following"
"Maxim Schunk","Germany","Electronic","20979","1836","is following","not following","not following"
"Ookay","United States","Electronic","21129","1850","not following","not following","is following"
"Milk & Sugar","Germany","Electronic","21197","1860","is following","both","not following"
"Demon","France","Electronic","21224","1862","not following","not following","is following"
"Luca Testa","Italy","Electronic","21356","1875","not following","is following","not following"
"Droplex","Hungary","Electronic","21439","1887","not following","not following","is following"
"Feenixpawl","Australia","Electronic","21792","1927","is following","not following","not following"
"SRTW","Germany","Electronic","22012","1957","not following","not following","is following"
"Teenage Mutants","Germany","Electronic","22183","1976","not following","both","not following"
"Lone Tusker","United States","Electronic","22226","1980","is following","not following","not following"
"AKA AKA","Germany","Electronic","22249","1985","is following","not following","not following"
"Harrison","United Kingdom","Electronic","22281","1989","not following","is following","not following"
"Tony Romera","France","Electronic","22390","2003","is following","is following","is following"
"Hard Driver","Netherlands","Electronic","22590","2024","is following","not following","not following"
"Autograf","United States","Electronic","22901","2063","both","is following","is following"
"Blaze U","Germany","Electronic","22940","2069","not following","not following","is following"
"Gabe","Brazil","Electronic","23046","2087","is following","not following","not following"
"KOMODO","Poland","Electronic","23234","2111","not following","not following","is following"
"DJ DIMIXER","Russian Federation","Electronic","23604","2142","not following","not following","is following"
"Josh Butler","United Kingdom","Electronic","23771","2167","both","both","not following"
"Phyllisia Ross","United States","Pop","23896","7644","is following","not following","not following"
"Jonasu","Netherlands","Electronic","24025","2202","is following","not following","not following"
"Charming Horses","Germany","Electronic","24443","2251","not following","is following","not following"
"Felix Da Housecat","United States","Electronic","24536","2263","both","not following","not following"
"Just Kiddin","United Kingdom","Electronic","24739","2282","is following","not following","is following"
"Spada","Czech Republic","Electronic","24766","2286","not following","both","not following"
"Rene Rodrigezz","Austria","Electronic","24816","2290","is following","not following","not following"
"Steff Da Campo","Netherlands","Electronic","25076","2325","not following","is following","not following"
"Tom Staar","United Kingdom","Electronic","25231","2333","is following","not following","not following"
"Kav Verhouzer","Netherlands","Electronic","25260","2337","not following","not following","is following"
"Matvey Emerson","Russian Federation","Electronic","25323","2341","not following","not following","is following"
"Jolyon Petch","Australia","Electronic","25377","2349","is following","not following","not following"
"TCTS","United Kingdom","Electronic","25473","2362","is following","not following","not following"
"Basswell","France","Electronic","25496","2366","not following","not following","is following"
"Dapa Deep","Lithuania","Electronic","25551","2377","not following","not following","is following"
"LVNDSCAPE","Netherlands","Electronic","25586","2378","is following","not following","not following"
"Mat.Joe","Germany","Electronic","25690","2386","not following","both","not following"
"Ivan Gough","Australia","Electronic","25831","2396","not following","both","not following"
"Jessica Audiffred","Mexico","Electronic","26004","2421","not following","not following","is following"
"Nifra","Slovakia","Electronic","26161","2439","is following","not following","not following"
"Vanotek","Romania","Electronic","26789","2506","is following","not following","not following"
"MOJJO","Brazil","Electronic","26834","2514","not following","not following","is following"
"Revelries","Netherlands","Electronic","26845","2516","is following","is following","is following"
"John Dahlbäck","Sweden","Electronic","26897","2524","not following","both","not following"
"Jamis","Italy","Electronic","27062","2545","is following","not following","not following"
"Adaro","Netherlands","Electronic","27219","2563","is following","not following","not following"
"M4SONIC","Australia","Electronic","27287","2577","is following","not following","not following"
"Anton Powers","United Kingdom","Electronic","27410","2590","is following","not following","not following"
"EMBRZ","Ireland","Electronic","27638","2614","is following","not following","is following"
"Rameses B","United Kingdom","Electronic","27677","2616","is following","not following","not following"
"Wh0","United Kingdom","Electronic","27792","2635","is following","not following","not following"
"The Supermen Lovers","France","Electronic","28022","2672","is following","not following","not following"
"Luca Schreiner","Germany","Electronic","28106","2682","is following","not following","is following"
"Sllash & Doppe","Romania","Electronic","28159","2688","is following","not following","not following"
"New World Sound","Australia","Electronic","28185","2692","is following","not following","not following"
"Trivecta","United States","Electronic","28195","2696","is following","not following","not following"
"Dave Winnel","Australia","Electronic","28287","2707","is following","not following","not following"
"Mentol","Romania","Electronic","28332","2712","is following","not following","not following"
"Joe Stone","Netherlands","Electronic","28459","2734","is following","not following","not following"
"Virginia To Vegas","Canada","Pop","28561","8937","is following","not following","not following"
"Tigerlily","Australia","Electronic","28672","2759","not following","is following","not following"
"Syntheticsax","Russian Federation","Electronic","28957","2797","not following","is following","is following"
"Henri Pfr","Belgium","Electronic","28973","2800","not following","not following","is following"
"ilan Bluestone","United Kingdom","Electronic","29033","2808","not following","both","not following"
"Raign","United States","Pop","29055","9077","is following","not following","not following"
"HÄWK","Italy","Electronic","29173","2840","not following","is following","not following"
"Dosem","Spain","Electronic","29208","2844","both","is following","not following"
"Plastik Funk","Germany","Electronic","29218","2848","is following","not following","not following"
"Daddy's Groove","Italy","Electronic","29354","2860","is following","both","not following"
"Embody","United Kingdom","Electronic","29357","2861","not following","not following","is following"
"Redondo","Netherlands","Electronic","29390","2864","not following","both","not following"
"Ashibah","Denmark","Electronic","29395","2866","both","not following","not following"
"Suprafive","Bulgaria","Electronic","29464","2876","not following","not following","is following"
"Will Clarke","United Kingdom","Electronic","29547","2888","both","not following","not following"
"Tobtok","Sweden","Electronic","29582","2891","is following","is following","is following"
"Jordan Burns","Australia","Electronic","29733","2909","not following","not following","is following"
"Florian Picasso","France","Electronic","29980","2933","is following","is following","not following"
"DJ Chus","Spain","Electronic","30293","2975","not following","not following","is following"
"Jude & Frank","Italy","Electronic","30387","2986","is following","not following","not following"
"Moon Boots","United States","Electronic","30427","2989","is following","not following","not following"
"Liva K","Greece","Electronic","30452","2992","not following","not following","is following"
"Meca","Brazil","Electronic","30475","2996","not following","not following","is following"
"Kiko Franco","Brazil","Electronic","30602","3007","not following","not following","is following"
"Shoby","Germany","Electronic","30956","3059","not following","not following","is following"
"Achtabahn","Germany","Electronic","31031","3071","not following","not following","is following"
"Dante Klein","Netherlands","Electronic","31239","3103","not following","is following","not following"
"Robosonic","Germany","Electronic","31263","3104","both","both","both"
"DJ Ross","Italy","Electronic","31327","3112","is following","not following","not following"
"Thomas Jack","Australia","Electronic","31340","3114","not following","not following","is following"
"Leandro Da Silva","Italy","Electronic","31428","3122","is following","is following","not following"
"Sharam Jey","Germany","Electronic","31439","3123","both","is following","not following"
"Zach Callison","United States","Pop","31454","9708","not following","not following","is following"
"Alex Adair","United Kingdom","Electronic","31543","3133","is following","is following","is following"
"DeepMe","Ukraine","Electronic","31586","3141","is following","not following","not following"
"Stoto","Bulgaria","Electronic","31679","3154","not following","is following","not following"
"Adam K","Canada","Electronic","31895","3186","is following","is following","not following"
"Hanna Hansen","Germany","Electronic","31980","3196","is following","not following","not following"
"Shaun Frank","Canada","Electronic","32248","3227","not following","both","not following"
"Lee Mvtthews","New Zealand","Electronic","32258","3229","is following","not following","not following"
"Alexa Goddard","United Kingdom","Pop","32340","9951","not following","is following","not following"
"Skytech","Poland","Electronic","32343","3240","is following","not following","not following"
"Alpine Universe","United States","Electronic","32376","3247","is following","not following","not following"
"Blondee","Germany","Electronic","32432","3255","is following","not following","not following"
"Sharam","United States","Electronic","32504","3270","not following","both","not following"
"JLV.","Netherlands","Electronic","32820","3317","is following","is following","is following"
"Simone Vitullo","Italy","Electronic","32839","3321","is following","is following","not following"
"Calvo","Germany","Electronic","33049","3350","not following","not following","is following"
"The Fish House","Brazil","Electronic","33173","3371","is following","not following","not following"
"B Jones","Spain","Electronic","33242","3383","is following","is following","not following"
"DLMT","Canada","Electronic","33408","3409","is following","not following","not following"
"Sons Of Maria","Switzerland","Electronic","33554","3432","both","both","both"
"Dj Vianu","Romania","Electronic","33583","3435","is following","not following","not following"
"Watermät","France","Electronic","33607","3440","is following","not following","not following"
"Earth n Days","Hungary","Electronic","33625","3442","is following","is following","not following"
"Andrea Oliva","Switzerland","Electronic","33656","3450","both","not following","not following"
"Alex Cruz","Netherlands","Electronic","33672","3452","is following","is following","is following"
"Sara Costa","France","Electronic","33742","3460","is following","is following","not following"
"SNBRN","United States","Electronic","33899","3483","is following","is following","is following"
"Mingue","Netherlands","Pop","33943","10385","is following","not following","not following"
"Kasablanca","Brazil","Electronic","33980","3490","not following","is following","not following"
"Lexlay","Spain","Electronic","34161","3512","is following","not following","not following"
"Charles B","France","Electronic","34214","3522","not following","is following","not following"
"Stereo Express","Germany","Electronic","34588","3575","is following","not following","not following"
"Michael Canitrot","France","Electronic","34615","3580","not following","is following","not following"
"Jody Wisternoff","United Kingdom","Electronic","34630","3583","both","not following","not following"
"Distrion","Spain","Electronic","34677","3586","not following","not following","is following"
"Tom Budin","Australia","Electronic","34696","3589","not following","is following","not following"
"Pluko","United States","Hip Hop","34872","6620","is following","not following","not following"
"Rootkit","Norway","Electronic","34902","3608","not following","not following","is following"
"Federico Scavo","Italy","Electronic","34952","3614","is following","not following","not following"
"Vice","United States","Electronic","34976","3619","is following","not following","not following"
"Uppermost","France","Electronic","35164","3644","not following","not following","is following"
"Sonny Alven","Norway","Electronic","35336","3665","is following","not following","is following"
"Andres Castillo","Mexico","Electronic","35360","3673","not following","not following","is following"
"Zyra","United Kingdom","Pop","35431","10815","not following","is following","not following"
"Young Bombs","Canada","Electronic","35554","3697","is following","is following","is following"
"Alex Schulz","Germany","Electronic","35577","3700","is following","not following","is following"
"Andy Moor","United Kingdom","Electronic","35716","3720","not following","is following","not following"
"VNSSA","United States","Electronic","35846","3738","not following","not following","is following"
"Raket One","Germany","Hip Hop","35859","6796","not following","not following","is following"
"Carta","China","Electronic","36104","3783","is following","not following","not following"
"DJ RINK","India","Electronic","36157","3788","is following","not following","not following"
"Kaz James","Australia","Electronic","36172","3790","both","not following","not following"
"Goldroom","United States","Electronic","36338","3816","not following","is following","not following"
"Kolombo","Belgium","Electronic","36518","3838","both","not following","not following"
"Yvvan Back","Italy","Electronic","36530","3841","not following","not following","is following"
"Matt Nash","United Kingdom","Electronic","36546","3842","is following","not following","not following"
"Manuel Riva","Romania","Electronic","36639","3853","not following","is following","not following"
"Lauren L'aimant","United Kingdom","Pop","36803","11178","not following","not following","is following"
"Codeko","United Kingdom","Electronic","37080","3926","not following","not following","is following"
"Moonwalk","Italy","Electronic","37101","3934","both","is following","is following"
"Gene Farris","United States","Electronic","37500","3983","both","not following","not following"
"StayLoose","United States","Electronic","37789","4029","not following","is following","not following"
"BONDI","Germany","Electronic","37920","4049","is following","not following","not following"
"Dirty Vegas","United Kingdom","Electronic","37956","4053","is following","both","not following"
"Croatia Squad","Switzerland","Electronic","37983","4058","both","both","both"
"DESTRUCTO","United States","Electronic","38053","4071","not following","not following","is following"
"Victor Biliac","Romania","Electronic","38145","4079","not following","not following","is following"
"Styline","Germany","Electronic","38474","4117","not following","is following","not following"
"Night Tales","Australia","Electronic","38478","4119","is following","not following","not following"
"Enamour","United States","Electronic","38646","4154","is following","both","not following"
"L.B. One","France","Electronic","38681","4158","is following","is following","not following"
"Boehm","Romania","Electronic","38723","4163","is following","not following","not following"
"Lipless","United States","Electronic","38920","4190","not following","is following","not following"
"VIVID","Japan","Electronic","39014","4201","not following","is following","not following"
"Gorge","Germany","Electronic","39249","4232","is following","not following","not following"
"Simon Field","Norway","Electronic","39265","4234","not following","is following","is following"
"Melosense","Greece","Electronic","39392","4261","not following","not following","is following"
"Deepside Deejays","Romania","Electronic","39882","4336","not following","is following","is following"
"Luca Debonaire","Netherlands","Electronic","39932","4343","is following","is following","not following"
"Freischwimmer","Germany","Electronic","40101","4361","is following","not following","not following"
"Aexcit","Germany","Electronic","40210","4380","not following","is following","not following"
"BROHUG","Sweden","Electronic","40214","4381","is following","not following","not following"
"Alexander Popov","Russian Federation","Electronic","40414","4417","is following","not following","not following"
"Polina","United States","Electronic","40446","4423","is following","not following","not following"
"Consoul Trainin","United Arab Emirates","Electronic","40573","4441","is following","not following","not following"
"Estiva","Netherlands","Electronic","40798","4474","is following","is following","is following"
"Kurd Maverick","Germany","Electronic","40956","4492","is following","not following","not following"
"DJ Jean","Netherlands","Electronic","40966","4494","is following","not following","not following"
"Luttrell","United States","Electronic","41090","4507","not following","is following","not following"
"SAM BLACKY","United States","Electronic","41222","4523","is following","not following","is following"
"BCX","France","Electronic","41501","4560","not following","not following","is following"
"Nox Vahn","United States","Electronic","41663","4584","not following","is following","not following"
"Sound Quelle","Russian Federation","Electronic","41854","4613","is following","not following","not following"
"RobbieG","Ireland","Electronic","41858","4614","not following","not following","is following"
"Lenno","Finland","Electronic","42233","4664","not following","not following","is following"
"Sandy Sax","France","Electronic","42321","4672","not following","not following","is following"
"Simian","United Kingdom","Pop","42370","12609","not following","not following","is following"
"Flux Zone","Brazil","Electronic","42405","4687","is following","not following","is following"
"TyDi","Australia","Electronic","42426","4688","not following","is following","not following"
"Ku De Ta","United Kingdom","Electronic","42512","4704","not following","is following","not following"
"Nicolas Haelg","Switzerland","Electronic","42534","4710","not following","not following","is following"
"Coccolino Deep","Italy","Electronic","42725","4737","not following","not following","is following"
"Addal","Italy","Electronic","42835","4753","not following","is following","is following"
"Bontan","United Kingdom","Electronic","42939","4768","not following","both","not following"
"Chela Rivas","Mexico","Electronic","42947","4772","is following","not following","not following"
"Anna Lunoe","Australia","Electronic","43084","4795","is following","both","not following"
"BSNO","Mexico","Electronic","43161","4808","not following","is following","not following"
"Ciaran McAuley","Ireland","Electronic","43387","4842","is following","not following","not following"
"WRLD","Netherlands","Electronic","43542","4870","not following","not following","is following"
"Nathan C","United Kingdom","Electronic","43609","4884","is following","not following","not following"
"Mark McCabe","Ireland","Electronic","43823","4906","is following","is following","not following"
"Marga Sol","North Macedonia","Electronic","43836","4909","is following","not following","not following"
"TRUTH x LIES","United States","Electronic","43947","4931","not following","not following","is following"
"Andrey Exx","Russian Federation","Electronic","44058","4954","is following","not following","not following"
"Mees Salomé","Netherlands","Electronic","44114","4959","not following","not following","is following"
"Paradoks","Switzerland","Electronic","44152","4967","not following","not following","is following"
"Ralk","Brazil","Electronic","44177","4970","not following","not following","is following"
"Gavin Moss","Spain","Electronic","44242","4981","not following","not following","is following"
"Camishe","Moldova","Pop","44512","13162","is following","not following","not following"
"HAWK","Brazil","Electronic","44591","5018","not following","not following","is following"
"RUNN","United States","Electronic","44725","5042","is following","not following","not following"
"Lulleaux","Netherlands","Electronic","44744","5047","is following","not following","is following"
"Asdek","France","Electronic","44771","5051","not following","is following","is following"
"Me & My Toothbrush","Switzerland","Electronic","44779","5053","not following","both","both"
"Huxley","United Kingdom","Electronic","44830","5065","both","both","not following"
"Softmal","Brazil","Electronic","44852","5070","not following","not following","is following"
"Simon Fava","Germany","Electronic","45019","5103","is following","not following","not following"
"SCNDL","Australia","Electronic","45157","5126","not following","not following","is following"
"Roger Shah","Germany","Electronic","45168","5130","not following","is following","not following"
"Jess Ball","Australia","Pop","45195","13336","not following","is following","not following"
"Stan Kolev","United States","Electronic","45209","5138","not following","is following","not following"
"Matt Darey","United Kingdom","Electronic","45378","5162","not following","is following","not following"
"Dilby","Germany","Electronic","45456","5170","is following","not following","not following"
"Lika Morgan","United States","Electronic","45478","5174","both","both","both"
"Nurettin Colak","Turkey","Electronic","45689","5208","not following","is following","not following"
"Thomas Lizzara","Germany","Electronic","45734","5218","not following","not following","is following"
"Motez","Australia","Electronic","45947","5261","not following","is following","not following"
"Jerry Davila","Mexico","Electronic","46189","5297","is following","not following","not following"
"Downlink","United States","Electronic","46401","5324","is following","not following","not following"
"Jako Diaz","Italy","Electronic","46444","5333","is following","is following","is following"
"Moon Rocket","United States","Electronic","46458","5337","not following","not following","is following"
"Polar Inc.","South Africa","Electronic","46672","5371","not following","is following","not following"
"CJ STONE","Germany","Electronic","46695","5376","is following","not following","is following"
"Flashmob","Italy","Electronic","46910","5413","both","not following","not following"
"Funkin Matt","Norway","Electronic","47139","5439","is following","is following","is following"
"DJ Samhara","Brazil","Electronic","47367","5474","is following","not following","not following"
"MOKABY","Germany","Electronic","47387","5479","is following","not following","not following"
"Ryan Shepherd","Canada","Electronic","47646","5525","is following","not following","is following"
"The Otherz","Brazil","Electronic","47834","5553","not following","not following","is following"
"Sam Wolfe","United States","Electronic","47913","5570","not following","not following","is following"
"Return of the Jaded","Canada","Electronic","47939","5577","not following","both","not following"
"Dave Aude","United States","Electronic","48294","5638","is following","not following","not following"
"Mike Cervello","Netherlands","Electronic","48428","5661","is following","not following","is following"
"Alaia & Gallo","Italy","Electronic","48486","5675","not following","is following","is following"
"Charles J","France","Electronic","48519","5684","is following","not following","not following"
"The Aston Shuffle","Australia","Electronic","48681","5707","is following","both","both"
"Laura White","United Kingdom","R&B","48733","1954","not following","is following","not following"
"FDVM","France","Electronic","48758","5719","not following","is following","is following"
"Cheyenne Giles","United States","Electronic","48765","5722","not following","not following","is following"
"Pablo Nouvelle","United Kingdom","Electronic","48878","5741","is following","not following","not following"
"Shingo Nakamura","Japan","Electronic","48914","5749","is following","is following","not following"
"Set Mo","Australia","Electronic","49025","5770","both","not following","not following"
"Tom Ferry","United Kingdom","Electronic","49066","5775","not following","not following","is following"
"Tommy Vee","Italy","Electronic","49075","5779","not following","is following","not following"
"Paranormal Attack","Portugal","Electronic","49290","5815","is following","not following","not following"
"Bound to Divide","United Kingdom","Electronic","49606","5867","is following","not following","is following"
"Emil Lassaria","Romania","Electronic","49945","5925","is following","not following","not following"
"Mr. V","United States","Electronic","50542","6010","not following","is following","not following"
"Dave Andres","Romania","Electronic","50595","6023","is following","not following","not following"
"Evokings","Brazil","Electronic","50616","6026","not following","not following","is following"
"Zsak","Hungary","Electronic","50650","6030","not following","is following","is following"
"Daniel Portman","Switzerland","Electronic","50674","6033","both","both","both"
"Landis","United States","Electronic","50962","6077","is following","is following","not following"
"GoodLuck","South Africa","Electronic","51161","6117","is following","is following","not following"
"Mirco Berti a.k.a. Babert","Italy","R&B","51276","2050","not following","not following","is following"
"Brooke Evers","Australia","Electronic","51391","6160","not following","not following","is following"
"Tom Swoon","Poland","Electronic","51395","6161","not following","is following","not following"
"Maxim Lany","Belgium","Electronic","51639","6203","is following","not following","not following"
"Hollaphonic","United Arab Emirates","Electronic","51652","6208","not following","is following","not following"
"Le Boeuf","Denmark","Electronic","51667","6211","is following","not following","is following"
"Sebastian Davidson","Netherlands","Electronic","51685","6217","is following","not following","is following"
"AJ Moreno","United Kingdom","Electronic","51925","6258","not following","is following","is following"
"LexBlaze","United Kingdom","Electronic","52083","6284","not following","not following","is following"
"Philipp Wolf","Germany","Electronic","52111","6287","not following","not following","is following"
"Rezident","Germany","Electronic","52193","6311","not following","not following","is following"
"Tom & Jame","Netherlands","Electronic","52383","6345","is following","not following","not following"
"Jay Eskar","United States","Electronic","52426","6355","is following","not following","not following"
"A.D.H.S.","Germany","Electronic","52434","6357","not following","not following","is following"
"NightFunk","Belgium","Electronic","52450","6360","is following","not following","not following"
"Mark Lower","France","Electronic","52749","6403","is following","both","is following"
"Juliet Sikora","Germany","Electronic","52804","6414","not following","is following","not following"
"Miami Rockets","Italy","Electronic","53547","6534","is following","not following","not following"
"Eric Sharp","United States","Electronic","53845","6594","not following","is following","not following"
"Heatscore","Canada","Electronic","53914","6609","not following","not following","is following"
"Dustycloud","France","Electronic","54190","6674","not following","is following","is following"
"Protonica","Germany","Electronic","54386","6700","not following","is following","not following"
"MBP (Must Be Played)","Germany","Electronic","54427","6705","is following","not following","is following"
"German Brigante","Spain","Electronic","54858","6776","is following","not following","not following"
"Topsy Crettz","United Kingdom","Electronic","54877","6778","is following","not following","not following"
"Brav0","United States","Electronic","54900","6785","not following","is following","not following"
"Andrea Casta","Italy","Electronic","54915","6791","is following","not following","not following"
"Juicy Cola","France","Pop","55065","15716","is following","is following","is following"
"EDDIE","Australia","Electronic","55168","6850","not following","not following","is following"
"Sartek","India","Electronic","55303","6870","not following","is following","is following"
"Zanova","Portugal","Electronic","55492","6911","is following","not following","not following"
"Inpetto","Germany","Electronic","55614","6933","is following","not following","not following"
"Alex Parker","Romania","Electronic","55722","6956","is following","not following","not following"
"DIMMI","France","Electronic","55773","6962","is following","is following","is following"
"Axero","France","Electronic","55897","6979","is following","not following","is following"
"Coyote Kisses","United States","Electronic","56012","7010","not following","is following","is following"
"Bvrnout","United States","Electronic","56239","7049","not following","not following","is following"
"Joy Corporation","Brazil","Electronic","56283","7057","is following","not following","is following"
"Ephwurd","United States","Electronic","56304","7061","is following","not following","not following"
"Win and Woo","United States","Electronic","56542","7089","is following","not following","is following"
"Micky Modelle","United Kingdom","Electronic","56545","7090","is following","not following","not following"
"DJ Clock","South Africa","Electronic","56707","7115","is following","not following","not following"
"Ben Delay","Germany","Electronic","56743","7123","not following","is following","not following"
"Michael Amani","Belgium","Electronic","56834","7143","not following","not following","is following"
"Paige","Mexico","Electronic","57053","7191","is following","is following","not following"
"Da Candy","Ukraine","Electronic","57127","7200","is following","not following","not following"
"Jerry Ropero","Belgium","Electronic","57280","7230","is following","not following","not following"
"Calippo","Switzerland","Electronic","57346","7236","is following","both","both"
"Angelika Vee","United States","Pop","57433","16263","both","both","not following"
"R!OT","United States","Electronic","57560","7276","not following","not following","is following"
"Judge Jules","United Kingdom","Electronic","57574","7278","is following","is following","not following"
"Jayceeoh","United States","Electronic","57655","7290","is following","not following","not following"
"JYYE","Australia","Electronic","57705","7302","not following","not following","is following"
"RICCI","Brazil","Electronic","57769","7316","is following","not following","not following"
"Alex Preston","Australia","Electronic","57802","7324","is following","is following","not following"
"Robert Burian","Slovakia","Electronic","57985","7367","not following","is following","not following"
"STYLO","Israel","Electronic","58244","7410","not following","not following","is following"
"Mattei & Omich","Italy","Electronic","58260","7415","not following","is following","not following"
"HALOGEN","United States","Electronic","58386","7436","not following","not following","is following"
"Vijay & Sofia Zlatko","Belgium","Electronic","58415","7443","is following","is following","is following"
"Doorly","United States","Electronic","58471","7448","both","is following","not following"
"LARI LUKE","Germany","Electronic","58518","7456","is following","not following","not following"
"Kormak","Australia","Electronic","58814","7516","is following","not following","not following"
"Melsen","Netherlands","Electronic","59059","7574","not following","is following","is following"
"Shane 54","Hungary","Electronic","59406","7641","not following","is following","not following"
"Dezza","Canada","Electronic","59999","7742","not following","not following","is following"
"Nigel Stately","Hungary","Electronic","60079","7753","is following","not following","is following"
"Lincoln Jesser","United States","Electronic","60112","7762","not following","is following","not following"
"Kashovski","France","Electronic","60158","7776","not following","not following","is following"
"Gostan","France","Electronic","60220","7787","not following","is following","is following"
"Mike D' Jais","Colombia","Electronic","60379","7817","not following","not following","is following"
"Augusto Yepes","Colombia","Electronic","60715","7873","not following","not following","is following"
"Hero Baldwin","United Kingdom","Electronic","60756","7879","not following","not following","is following"
"SVET","United States","Electronic","60803","7887","is following","not following","not following"
"Kristian Nairn","United Kingdom","Electronic","60877","7906","not following","is following","is following"
"Marc van Linden","Germany","Electronic","60978","7931","is following","not following","is following"
"Marina Diniz","Brazil","Electronic","61047","7945","is following","not following","not following"
"Dirty Rush & Gregor Es","Poland","Electronic","61211","7972","not following","not following","is following"
"Mendo","Switzerland","Electronic","61317","7990","not following","is following","not following"
"SKIY","Germany","Electronic","61354","7995","not following","not following","is following"
